type,title,country,date_added,release_year,rating,listed_in,Platform
Movie,The Student Cop,Egypt,02-06-2020,2004.0,TV-14,"Action & Adventure, Comedies, International Movies",Netflix
Movie,True: Rainbow Rescue,Canada,02-06-2020,2020.0,TV-Y,Children & Family Movies,Netflix
Movie,What's Up?,"Saudi Arabia, United Arab Emirates",02-06-2020,2006.0,TV-PG,"Comedies, Dramas, International Movies",Netflix
Movie,X Large,Egypt,02-06-2020,2011.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,122,Egypt,01-06-2020,2019.0,TV-MA,"Horror Movies, International Movies",Netflix
TV Show,Cardcaptor Sakura,Japan,01-06-2020,1999.0,TV-Y7,"Anime Series, International TV Shows",Netflix
Movie,Chippa,India,01-06-2020,2020.0,TV-14,"Comedies, Dramas, Independent Movies",Netflix
Movie,Cook Off,Zimbabwe,01-06-2020,2017.0,TV-G,"Comedies, International Movies, Romantic Movies",Netflix
TV Show,Dear My Friends,South Korea,01-06-2020,2016.0,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",Netflix
Movie,Kalek Shanab,United Arab Emirates,01-06-2020,2019.0,TV-PG,"Comedies, International Movies",Netflix
TV Show,Megalobox,Japan,01-06-2020,2018.0,TV-MA,"Anime Series, International TV Shows",Netflix
TV Show,Midnight Diner,Japan,01-06-2020,2014.0,TV-MA,"International TV Shows, TV Dramas",Netflix
Movie,Mirai,"Japan, United States",01-06-2020,2018.0,PG,"Action & Adventure, Anime Features, Children & Family Movies",Netflix
TV Show,My Shy Boss,South Korea,01-06-2020,2017.0,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix
TV Show,Revolutionary Love,South Korea,01-06-2020,2017.0,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix
Movie,The Disaster Artist,United States,01-06-2020,2017.0,R,"Comedies, Dramas",Netflix
Movie,The Stolen,"United Kingdom, Germany, United Arab Emirates, New Zealand",01-06-2020,2016.0,TV-14,Dramas,Netflix
Movie,High Strung Free Dance,"Romania, United States",31-05-2020,2019.0,TV-14,"Dramas, Music & Musicals, Romantic Movies",Netflix
Movie,Freej Al Taibeen,United Arab Emirates,29-05-2020,2018.0,TV-PG,"Comedies, Dramas, International Movies",Netflix
Movie,Kenny Sebastian: The Most Interesting Person in the Room,India,29-05-2020,2020.0,TV-MA,Stand-Up Comedy,Netflix
TV Show,Space Force,United States,29-05-2020,2020.0,TV-MA,TV Comedies,Netflix
Movie,The Other,"France, Egypt",29-05-2020,1999.0,TV-MA,"Dramas, International Movies, Romantic Movies",Netflix
TV Show,"Can't Cope, Won't Cope",Ireland,28-05-2020,2018.0,TV-MA,"TV Comedies, TV Dramas",Netflix
TV Show,Dorohedoro,Japan,28-05-2020,2020.0,TV-MA,"Anime Series, International TV Shows",Netflix
Movie,Grandmother's Farm,United Arab Emirates,28-05-2020,2014.0,TV-14,"Comedies, Horror Movies, International Movies",Netflix
Movie,Grandmother's Farm Part 2,United Arab Emirates,28-05-2020,2015.0,TV-14,"Comedies, Horror Movies, International Movies",Netflix
Movie,Intuition,Argentina,28-05-2020,2020.0,TV-MA,"Dramas, International Movies, Thrillers",Netflix
TV Show,Mako Mermaids: An H2O Adventure,Australia,28-05-2020,2016.0,TV-G,"Kids' TV, TV Comedies",Netflix
Movie,I'm No Longer Here,"Mexico, United States",27-05-2020,2019.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
Movie,Hannah Gadsby: Douglas,Australia,26-05-2020,2020.0,TV-MA,Stand-Up Comedy,Netflix
Movie,Ne Zha,China,25-05-2020,2019.0,TV-14,"Action & Adventure, Comedies, International Movies",Netflix
TV Show,Supergirl,United States,25-05-2020,2019.0,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix
Movie,Uncut Gems,United States,25-05-2020,2019.0,R,"Dramas, Thrillers",Netflix
TV Show,Betaal,India,24-05-2020,2020.0,TV-MA,"International TV Shows, TV Action & Adventure, TV Horror",Netflix
TV Show,Dynasty,United States,23-05-2020,2019.0,TV-14,TV Dramas,Netflix
Movie,One Day We'll Talk About Today,Indonesia,23-05-2020,2020.0,TV-G,"Dramas, International Movies",Netflix
Movie,Si Doel the Movie 3,Indonesia,23-05-2020,2020.0,TV-G,"Dramas, International Movies, Music & Musicals",Netflix
TV Show,History 101,United Kingdom,22-05-2020,2020.0,TV-14,"British TV Shows, Docuseries, International TV Shows",Netflix
Movie,Living in Bondage: Breaking Free,Nigeria,22-05-2020,2019.0,TV-MA,"Horror Movies, International Movies, Thrillers",Netflix
Movie,Modest Heroes: Ponoc Short Films Theatre,Japan,22-05-2020,2018.0,PG,"Anime Features, Children & Family Movies",Netflix
Movie,The Lovebirds,United States,22-05-2020,2020.0,R,"Action & Adventure, Comedies, Romantic Movies",Netflix
TV Show,Trailer Park Boys: The Animated Series,Canada,22-05-2020,2020.0,TV-MA,TV Comedies,Netflix
Movie,#FriendButMarried,Indonesia,21-05-2020,2018.0,TV-G,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Bye Bye London,Kuwait,21-05-2020,1981.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,Fifty Year Old Teenager,,21-05-2020,1996.0,TV-14,"Comedies, International Movies",Netflix
Movie,Lock Your Girls In,,21-05-2020,1982.0,TV-PG,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Mujeres arriba,Chile,21-05-2020,2019.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
TV Show,Mystic Pop-up Bar,South Korea,21-05-2020,2020.0,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",Netflix
Movie,No Longer kids,Egypt,21-05-2020,1979.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,Raya and Sakina,,21-05-2020,1984.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,Sayed the Servant,,21-05-2020,1985.0,TV-14,"Comedies, International Movies",Netflix
Movie,The Married Couples,Egypt,21-05-2020,1981.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,The School of Mischief,Egypt,21-05-2020,1973.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,The Witness Who Didn't See Anything,Egypt,21-05-2020,1976.0,TV-PG,"Comedies, International Movies",Netflix
Movie,Anchor Baby,"Canada, Nigeria",20-05-2020,2010.0,TV-MA,"Dramas, International Movies",Netflix
Movie,Ben Platt Live from Radio City Music Hall,United States,20-05-2020,2020.0,TV-PG,Music & Musicals,Netflix
TV Show,Especial 20 aÃ±os FÃºtbol de Primera,,20-05-2020,2020.0,TV-14,"Docuseries, International TV Shows, Spanish-Language TV Shows",Netflix
Movie,Honeytrap,United Kingdom,20-05-2020,2014.0,TV-MA,"Dramas, Independent Movies",Netflix
Movie,I Will Follow,United States,20-05-2020,2010.0,TV-14,"Dramas, Independent Movies, Romantic Movies",Netflix
Movie,Mutiny of the Worker Bees,Mexico,20-05-2020,2020.0,TV-MA,"Comedies, International Movies",Netflix
TV Show,The Queen and the Conqueror,Colombia,20-05-2020,2020.0,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix
Movie,What Are the Odds?,India,20-05-2020,2020.0,TV-MA,"Comedies, Dramas, Independent Movies",Netflix
Movie,Either Me Or My Auntie,Egypt,19-05-2020,2006.0,TV-PG,"Comedies, International Movies",Netflix
Movie,Escaping Tel Aviv,Egypt,19-05-2020,2009.0,TV-14,"Action & Adventure, International Movies",Netflix
Movie,Game Over,Egypt,19-05-2020,2012.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Karkar,Egypt,19-05-2020,2007.0,TV-14,"Comedies, International Movies",Netflix
Movie,My Sleeping Lover,Egypt,19-05-2020,2008.0,TV-PG,"Comedies, International Movies",Netflix
Movie,Omar & Salma 2,Egypt,19-05-2020,2009.0,TV-14,"Comedies, International Movies",Netflix
TV Show,Patton Oswalt: I Love Everything,United States,19-05-2020,2020.0,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Netflix
TV Show,Sweet Magnolias,United States,19-05-2020,2020.0,TV-14,"Romantic TV Shows, TV Dramas",Netflix
Movie,Tarek's Situation,Egypt,19-05-2020,2006.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,The Beach Loafer,Egypt,19-05-2020,2004.0,TV-14,"Comedies, International Movies",Netflix
Movie,Wadjda,"Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, United States",19-05-2020,2012.0,PG,"Dramas, Independent Movies, International Movies",Netflix
Movie,Zaki Chan,Egypt,19-05-2020,2005.0,TV-PG,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Light in the Dark,Nigeria,18-05-2020,2019.0,TV-14,"Dramas, International Movies",Netflix
TV Show,The Big Flower Fight,United Kingdom,18-05-2020,2020.0,TV-PG,"British TV Shows, International TV Shows, Reality TV",Netflix
TV Show,Patriot Act with Hasan Minhaj,United States,17-05-2020,2020.0,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Netflix
Movie,The End,Kuwait,17-05-2020,2019.0,TV-MA,"Action & Adventure, Comedies, International Movies",Netflix
TV Show,Boys Over Flowers,South Korea,16-05-2020,2009.0,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix
TV Show,Iris,South Korea,16-05-2020,2009.0,TV-14,"International TV Shows, Korean TV Shows, TV Action & Adventure",Netflix
TV Show,Avatar: The Last Airbender,United States,15-05-2020,2007.0,TV-Y7,"Classic & Cult TV, Kids' TV, TV Action & Adventure",Netflix
Movie,Heaven Without People,Lebanon,15-05-2020,2017.0,TV-MA,"Dramas, International Movies",Netflix
Movie,"I love you, stupid",Spain,15-05-2020,2019.0,TV-MA,"Comedies, International Movies, Romantic Movies",Netflix
TV Show,Inhuman Resources,France,15-05-2020,2020.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
TV Show,Madam Secretary,United States,15-05-2020,2019.0,TV-PG,TV Dramas,Netflix
TV Show,Magic for Humans,United States,15-05-2020,2020.0,TV-14,"Reality TV, TV Comedies",Netflix
TV Show,Parasyte: The Maxim,Japan,15-05-2020,2014.0,TV-MA,"Anime Series, International TV Shows, TV Horror",Netflix
TV Show,She-Ra and the Princesses of Power,United States,15-05-2020,2020.0,TV-Y7,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix
TV Show,Sleepless Society: Two Pillows & A Lost Soul,Thailand,15-05-2020,2020.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
TV Show,Strangers from Hell,South Korea,15-05-2020,2019.0,TV-MA,"International TV Shows, Korean TV Shows, TV Horror",Netflix
TV Show,The Wiggles,Australia,15-05-2020,2015.0,TV-Y,Kids' TV,Netflix
TV Show,White Lines,"United Kingdom, Spain",15-05-2020,2020.0,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",Netflix
Movie,Dilan 1990,Indonesia,14-05-2020,2018.0,TV-14,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Dilan 1991,Indonesia,14-05-2020,2019.0,TV-14,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Fan of Amoory,United Arab Emirates,14-05-2020,2018.0,TV-G,"Children & Family Movies, Dramas, International Movies",Netflix
Movie,Malang,India,14-05-2020,2020.0,TV-MA,"Action & Adventure, International Movies, Romantic Movies",Netflix
Movie,Match,,14-05-2020,2017.0,TV-14,"Dramas, International Movies",Netflix
Movie,Rencor tatuado,Mexico,14-05-2020,2018.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
Movie,The Delivery Boy,Nigeria,14-05-2020,2018.0,TV-14,"International Movies, Thrillers",Netflix
Movie,Wedy Atkalam,Kuwait,14-05-2020,2018.0,TV-PG,"Comedies, Dramas, International Movies",Netflix
Movie,Fire in the Blood,India,13-05-2020,2012.0,TV-14,"Documentaries, International Movies",Netflix
Movie,The Wrong Missy,United States,13-05-2020,2020.0,TV-MA,"Comedies, Romantic Movies",Netflix
Movie,Ali & Alia,United Arab Emirates,12-05-2020,2019.0,TV-14,"Dramas, International Movies, Romantic Movies",Netflix
TV Show,True: Terrific Tales,Canada,12-05-2020,2020.0,TV-Y,Kids' TV,Netflix
Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,United States,12-05-2020,2020.0,TV-14,Comedies,Netflix
Movie,Action Replayy,India,11-05-2020,2010.0,TV-PG,"Children & Family Movies, Comedies, International Movies",Netflix
Movie,Andaz Apna Apna,India,11-05-2020,1994.0,TV-14,"Action & Adventure, Comedies, Cult Movies",Netflix
TV Show,Bordertown,"Finland, France",11-05-2020,2019.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
Movie,Have a Good Trip: Adventures in Psychedelics,United States,11-05-2020,2020.0,TV-MA,Documentaries,Netflix
TV Show,Trial By Media,United States,11-05-2020,2020.0,TV-MA,"Crime TV Shows, Docuseries",Netflix
Movie,John Henry,United States,09-05-2020,2020.0,R,"Dramas, Thrillers",Netflix
Movie,18 Presents,Italy,08-05-2020,2020.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
TV Show,Dead to Me,United States,08-05-2020,2020.0,TV-MA,"TV Comedies, TV Dramas",Netflix
TV Show,Restaurants on the Edge,Canada,08-05-2020,2020.0,TV-14,"International TV Shows, Reality TV",Netflix
TV Show,The Eddy,"United Kingdom, Germany, United States, France",08-05-2020,2020.0,TV-MA,"International TV Shows, TV Dramas",Netflix
TV Show,The Hollow,Canada,08-05-2020,2020.0,TV-Y7,"Kids' TV, TV Thrillers",Netflix
Movie,Aerials,United Arab Emirates,07-05-2020,2016.0,TV-14,"International Movies, Sci-Fi & Fantasy",Netflix
Movie,In Paradox,Kuwait,07-05-2020,2019.0,TV-14,"International Movies, Sci-Fi & Fantasy, Thrillers",Netflix
TV Show,Scissor Seven,China,07-05-2020,2020.0,TV-MA,"International TV Shows, TV Action & Adventure, TV Comedies",Netflix
Movie,Si Doel the Movie,Indonesia,07-05-2020,2018.0,TV-PG,"Dramas, International Movies",Netflix
Movie,Becoming,United States,06-05-2020,2020.0,PG,Documentaries,Netflix
Movie,"SÃ­, Mi Amor",,06-05-2020,2020.0,TV-MA,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Jerry Seinfeld: 23 Hours To Kill,United States,05-05-2020,2020.0,TV-PG,Stand-Up Comedy,Netflix
Movie,Arctic Dogs,"India, United Kingdom, China, Canada, Japan, South Korea, United States",04-05-2020,2019.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,Luccas Neto em: Acampamento de FÃ©rias 2,Brazil,04-05-2020,2020.0,TV-G,"Children & Family Movies, Comedies, Music & Musicals",Netflix
Movie,One Day: Justice Delivered,India,03-05-2020,2019.0,TV-14,"Dramas, International Movies",Netflix
TV Show,Almost Happy,Argentina,02-05-2020,2020.0,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Netflix
Movie,Bennett's War,United States,02-05-2020,2019.0,PG-13,"Dramas, Sports Movies",Netflix
Movie,Death Can Wait,Colombia,02-05-2020,2020.0,TV-14,"Comedies, International Movies",Netflix
TV Show,Hangar 1: The UFO Files,,02-05-2020,2015.0,TV-PG,Docuseries,Netflix
TV Show,Hoarders,,02-05-2020,2020.0,TV-PG,Reality TV,Netflix
Movie,Lady Driver,United States,02-05-2020,2019.0,PG,"Dramas, Sports Movies",Netflix
Movie,Mike Birbiglia: My Girlfriend's Boyfriend,United States,02-05-2020,2013.0,TV-14,Stand-Up Comedy,Netflix
Movie,Roped,United States,02-05-2020,2020.0,PG,"Children & Family Movies, Dramas, Romantic Movies",Netflix
Movie,The Stand at Paxton County,United States,02-05-2020,2020.0,R,"Dramas, Independent Movies, Thrillers",Netflix
TV Show,The Universe: Ancient Mysteries Solved,,02-05-2020,2015.0,TV-PG,"Docuseries, Science & Nature TV",Netflix
TV Show,WWII in HD,United States,02-05-2020,2009.0,TV-14,Docuseries,Netflix
Movie,All Day and a Night,United States,01-05-2020,2020.0,R,"Dramas, Independent Movies",Netflix
Movie,Cracked Up: The Darrell Hammond Story,United States,01-05-2020,2018.0,TV-MA,Documentaries,Netflix
Movie,Get In,"France, Belgium",01-05-2020,2019.0,TV-MA,"International Movies, Thrillers",Netflix
Movie,Go! Go! Cory Carson: The Chrissy,United States,01-05-2020,2020.0,TV-Y,Children & Family Movies,Netflix
TV Show,Hollywood,United States,01-05-2020,2020.0,TV-MA,TV Dramas,Netflix
Movie,I Am Divine,United States,01-05-2020,2013.0,TV-MA,"Documentaries, LGBTQ Movies",Netflix
Movie,Madagascar: Escape 2 Africa,United States,01-05-2020,2008.0,PG,"Children & Family Movies, Comedies",Netflix
TV Show,Masha and the Bear,Russia,01-05-2020,2019.0,TV-Y,Kids' TV,Netflix
Movie,Material,South Africa,01-05-2020,2012.0,TV-14,"Comedies, Dramas, International Movies",Netflix
TV Show,Medici: Masters of Florence,"Italy, United Kingdom, France",01-05-2020,2019.0,TV-MA,"International TV Shows, TV Dramas",Netflix
TV Show,Monthly Girls' Nozaki Kun,Japan,01-05-2020,2014.0,TV-PG,"Anime Series, Romantic TV Shows",Netflix
Movie,Mrs. Serial Killer,India,01-05-2020,2020.0,TV-MA,"International Movies, Thrillers",Netflix
TV Show,Oh Yuck,Canada,01-05-2020,2020.0,TV-G,"Kids' TV, TV Comedies",Netflix
Movie,Psycho,India,01-05-2020,2020.0,TV-MA,"Horror Movies, International Movies, Thrillers",Netflix
TV Show,Reckoning,"Australia, United States",01-05-2020,2019.0,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",Netflix
Movie,The Half Of It,United States,01-05-2020,2020.0,PG-13,"Comedies, Dramas, LGBTQ Movies",Netflix
Movie,The Heartbreak Kid,United States,01-05-2020,2007.0,R,"Comedies, Romantic Movies",Netflix
Movie,Thomas & Friends: Marvelous Machinery: A New Arrival,,01-05-2020,2020.0,TV-Y,Children & Family Movies,Netflix
Movie,Thomas & Friends: Marvelous Machinery: World of Tomorrow,,01-05-2020,2020.0,TV-Y,Children & Family Movies,Netflix
Movie,Thomas & Friends: Thomas and the Royal Engine,,01-05-2020,2020.0,TV-Y,Children & Family Movies,Netflix
Movie,What a Girl Wants,"United States, United Kingdom",01-05-2020,2003.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,Dangerous Lies,United States,30-04-2020,2020.0,TV-14,Thrillers,Netflix
TV Show,DRIFTING DRAGONS,Japan,30-04-2020,2020.0,TV-14,"Anime Series, International TV Shows",Netflix
TV Show,El seÃ±or de los Cielos,"United States, Mexico, Colombia",30-04-2020,2019.0,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix
TV Show,Good Witch,"United States, Canada",30-04-2020,2019.0,TV-PG,"TV Dramas, TV Sci-Fi & Fantasy",Netflix
Movie,Rich in Love,Brazil,30-04-2020,2020.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
TV Show,The Forest of Love: Deep Cut,Japan,30-04-2020,2020.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
TV Show,The Victims' Game,Taiwan,30-04-2020,2020.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
Movie,A Secret Love,United States,29-04-2020,2020.0,TV-14,"Documentaries, LGBTQ Movies",Netflix
Movie,EkÅi Elmalar,Turkey,29-04-2020,2016.0,TV-PG,"Dramas, International Movies",Netflix
TV Show,Extracurricular,South Korea,29-04-2020,2020.0,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",Netflix
Movie,Love Is War,Nigeria,29-04-2020,2019.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,Murder to Mercy: The Cyntoia Brown Story,United States,29-04-2020,2020.0,TV-MA,Documentaries,Netflix
TV Show,Nadiyaâs Time to Eat,United Kingdom,29-04-2020,2020.0,TV-G,"British TV Shows, International TV Shows, Reality TV",Netflix
Movie,R.K.Nagar,India,29-04-2020,2019.0,TV-14,"Action & Adventure, Comedies, Dramas",Netflix
TV Show,Tjovitjo,South Africa,29-04-2020,2017.0,TV-MA,"International TV Shows, TV Dramas",Netflix
Movie,Beynelmilel,Turkey,28-04-2020,2006.0,TV-MA,"Comedies, Dramas, International Movies",Netflix
Movie,Bir Baba Hindu,"Turkey, India",28-04-2020,2016.0,TV-MA,"Action & Adventure, Comedies, International Movies",Netflix
Movie,Boushkash,Egypt,28-04-2020,2008.0,TV-MA,"Comedies, International Movies",Netflix
Movie,Cinar Agaci,Turkey,28-04-2020,2011.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,GÃ¶rÃ¼mce,Turkey,28-04-2020,2016.0,TV-MA,"Comedies, International Movies, Music & Musicals",Netflix
Movie,Ä°stanbul KÄ±rmÄ±zÄ±sÄ±,"Italy, Turkey",28-04-2020,2017.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
